"CODESTAB","DESCESTAB"
"2000180","SANTA CASA DE MISERICORDIA DE CRUZEIRO DO SUL"
"2000288","VIGILANCIA EPIDEMIOLOGICA"
"2000296","HOSPITAL DA MULHER E DA CRIANCA DO JURUA"
"2000385","HOSPITAL INFANTIL IOLANDA COSTA E SILVA"
"2000393","HOSPITAL EPAMINONDAS JACOME"
"2000539","HEMONUCLEO DE CRUZEIRO DO SUL"
"2000636","HOSPITAL GERAL DE FEIJO"
"2000725","HOSPITAL DR ARY RODRIGUES"
"2000733","MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA"
"2000822","UNIDADE MISTA ANA NERY"
"2000865","HOSPITAL JOAO CANCIO FERNANDES"
"2000954","UNIDADE DE SAUDE INACIO RIBEIRO DA SILVA"
"2000962","CENTRO DE SAUDE JOSEFA NUNES"
"2000970","SESACRE UNIDADE MISTA DE MANOEL URBANO"
"2000989","U S F DOLORES SILVA VALENTIN"
"2000997","HOSPITAL DR MANOEL MARINHO MONTE"
"2001020","UNIDADE MISTA DE ASSIS BRASIL"
"2001071","CENTRO DE SAUDE ACRELANDIA"
"2001500","HOSPITAL RAIMUNDO CHAAR"
"2001578","HOSPITAL GERAL DE CLINICAS DE RIO BRANCO"
"2001586","FUNDHACRE"
"2001594","UNIDADE MISTA DE MARECHAL THAUMATURGO"
"2001748","UNIDADE DE SAUDE DA FAMILIA PORTO WALTER"
"2001772","CENTRO DE SAUDE PAULO ALCIONE MARQUES"
"2001802","CENTRO DE SAUDE PADRE ALFREDO NUS"
"2001977","CENTRO DE DIAGNOSTICO POR IMAGEM CEDIAC"
"2002019","HOSPITAL GERAL DE CAMPANHA UNIMED RIO BRANCO"
"2002078","HOSPITAL SANTA JULIANA"
"2002132","USF DR NALDIR MARIANO"
"2002353","POSTO DE SAUDE BOA ESPERANCA"
"2002876","CENTRO DE SAUDE RAIMUNDA PORFIRIO DE BRITO RAMOS"
"2002906","CENTRO DE SAUDE IDELFONSO CORDEIRO DE ANDRADE"
"2003066","UNIDADE BASICA DE SAUDE TEREZINHA BATISTA DOS SANTOS"
"2003570","HOSPITAL MUNICIPAL DE VICOSA"
"2003694","CENTRO DE SAUDE III DE PENEDO"
"2003732","SEMEP"
"2003759","USF DE SANTA MARGARIDA"
"2003775","SANTA CASA DE MISERICORDIA DE PENEDO"
"2003856","UNIDADE MISTA MARIA LOUREIRO CAVALCANTE"
"2003910","CASA MATERNAL FREI DAMIAO"
"2003937","CENTRO DE SAUDE DE CRAIBAS"
"2003945","CENTRO DE SAUDE MANOEL JOSE DE LIMA"
"2004259","HOSPITAL REGIONAL DR ARSENIO MOREIRA SILVA"
"2004380","POLICLINICA SAO SEBASTIAO"
"2004488","UNIDADE MISTA DR EZECHIAS DA ROCHA"
"2004534","CENTRO DE SAUDE SAO SEBASTIAO"
"2004542","POSTO DE SAUDE DE AREIAS"
"2004704","POLICLINICA DR JOSE GONCALVES"
"2004771","POSTO DE SAUDE DE CANAFISTULA DELMIRO GOUVEIA"
"2004801","V CENTRO DE SAUDE DR UBIRATAN PEDROZA"
"2004976","HOSPITAL AFRA BARBOSA"
"2005026","CASA DE SAUDE E MAT N SRA DE FATIMA LTDA"
"2005050","HOSPITAL REGIONAL DE ARAPIRACA"
"2005360","REAL HOSPITAL SANTA MARIA"
"2005387","MEMORIAL SAO LUCAS"
"2005417","CHAMA"
"2006197","HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES"
"2006219","MEDRADIUS"
"2006251","HOSPITAL MONTE CRISTO"
"2006340","CASA DE SAUDE SANTO ANTONIO"
"2006359","HOSPITAL SANATORIO"
"2006367","SANTA LUCIA HOSPITAL DA MULHER"
"2006405","CASA DE SAUDE E MATERNIDADE NOSSA SR DE FATIMA"
"2006421","HOSPITAL ORTOPEDICO DE MACEIO"
"2006448","HOSPITAL DO ACUCAR"
"2006472","HOSPITAL MEMORIAL ARTHUR RAMOS"
"2006480","CAIXA BENEFICENTE DOS SERV MILITARES DO ESTADO DE ALAGOAS"
"2006510","HOSPITAL GERAL DO ESTADO DR OSVALDO BRANDAO VILELA"
"2007037","SANTA CASA DE MISERICORDIA DE MACEIO"
"2007266","CENTRO DE SAUDE LUIZA OLIVEIRA SURUAGY"
"2007401","UNIDADE MISTA N S DAS DORES"
"2007517","POSTO DE SAUDE SAO CAETANO"
"2007584","CASA MATERNAL DE INHAPI"
"2007606","CENTRO DE SAUDE DRDENISSON DE MENEZES"
"2007614","CENTRO DE SAUDE DE JUNDIA"
"2007916","CENTRO DE SAUDE JOSE MOREIRA DA SILVA"
"2007967","UNIDADE MISTA SENADOR RUI PALMEIRA"
"2008084","UNIDADE SAUDE DA FAMILIA OURICURI"
"2008106","HOSPITAL JOAO LIRA FILHO"
"2008289","HOSPITAL DARCY VARGAS ATALAIA"
"2008300","UNIDADE DR CARLOS GOMES DE BARROS"
"2008327","UNIDADE DE SAUDE DA FAMILIA JOSE CARLOS SOUZA SILVER"
"2008661","UNIDADE DE SAUDE DA FAMILIA DE PORTO DE PEDRAS"
"2008696","UNIDADE DE SAUDE DA FAMILIA JOSE F DE MACEDO"
"2008742","MINI PRONTO SOCORRO DENILMA BULHOES"
"2008750","MINI PRONTO SOCORRO ASSIS CHATEAUBRIAND"
"2008769","MINI PRONTO SOCORRO DOM MIGUEL FENELON CAMARA"
"2008785","UPA 24 HORAS DR ISMAR GATTO"
"2008858","HOSPITAL JOSE AUGUSTO"
"2008874","POSTO MUNICIPAL DE SAUDE JOAO ROCHA CALADO"
"2009102","SECRETARIA MUNICIPAL DE SAUDE DE JOAQUIM GOMES"
"2009161","HOSPITAL LUIZ ARRUDA"
"2009196","UNIDADE SAUDE DA FAMILIA DR LUIZ MOREIRA"
"2009242","UNIDADE MISTA ANA ANITA GOMES FRAGOSO"
"2009250","MATERNIDADE ESCOLA SANTA MONICA"
"2009528","HOSPITAL MUNICIPAL MANOEL S C TEXEIRA"
"2009625","CASA MATERNAL DENILMA BULHOES"
"2009803","PAM SALGADINHO"
"2010151","SANTA CASA DE MISERICORDIA DE SAO MIGUEL DOS CAMPOS"
"2010356","CARVALHO BELTRAO SERVICOS DE SAUDE LTDA"
"2010380","UNIDADE MISTA DR AUGUSTO DIAS CARDOSO"
"2010410","USF 5 DE JULHO"
"2010569","USF CENTRO"
"2010615","CLINICA DE DOENCAS RENAIS HOSPITAL SANTA RITA"
"2010631","HOSPITAL REGIONAL SANTA RITA E MATERNIDADE SANTA OLIMPIA"
"2010887","2010887 UMS ELPIDIO CAVALCANTE DE ALBURQUERQUE"
"2011166","HOSPNOSSA SENHORA DE LOURDES E MAT ARMANDO LAGES"
"2011689","UNIDADE ANTONIO VIEIRA FILHO"
"2011840","CAIC JOSE CARLOS MESTRINHO"
"2011859","UNIDADE HOSPITALAR DE SAO SEBASTIAO DO UATUMA"
"2011875","UNIDADE HOSPITALAR DE JUTAI"
"2011891","UNIDADE HOSPITALAR DE MANAQUIRI"
"2011905","UNIDADE HOSPITALAR DE NOVA OLINDA DO NORTE"
"2012022","HOSPITAL CORIOLANO CIDADE LINDOSO"
"2012383","VO MUNDOCA"
"2012472","HOSPITAL E PRONTO SOCORRO DA CRIANCA ZONA SUL"
"2012480","MATERNIDADE MUNICIPAL DR MOURA TAPAJOZ"
"2012499","UNIDADE HOSPITALAR DE BOCA DO ACRE"
"2012510","CENTRO DE SAUDE IV FRANCISCO GASTINO DAS CHAGAS"
"2012553","UNIDADE HOSPITALAR DE TAPAUA"
"2012561","UNIDADE BASICA DA FAMILIA DO ACAI"
"2012618","UNIDADE HOSPITALAR DE LABREA"
"2012758","SPA E POLICLINICA DANILO CORREA"
"2012766","SPA JOVENTINA DIAS"
"2012804","UNIDADE MISTA DE TONANTINS"
"2012812","CENTRO DE SAUDE DE TONANTINS"
"2012839","UNIDADE HOSPITALAR DE IRANDUBA"
"2012898","USA FREI VALERIO DI CARLO"
"2013029","MATERNIDADE DA ALVORADA"
"2013045","UNIDADE MISTA DE AUTAZES"
"2013053","UNIDADE BASICA DE SAUDE SANTA JULIA"
"2013061","UNIDADE BASICA DE SAUDE SANTA VERONICA"
"2013096","UNIDADE BASICA DE SAUDE MONTE SINAI"
"2013126","UNIDADE BASICA DE SAUDE SANTA LUZIA"
"2013258","UNIDADE MISTA DE MANACAPURU"
"2013266","POSTO DE SAUDE ENFERMEIRO NILO CAMPELO"
"2013282","UNIDADE HOSPITALAR DE APUI"
"2013290","POSTO DE SAUDE RURAL DE SUCUNDURI"
"2013320","UNIDADE MISTA HOSPITALAR ERALDO NEVES FALCAO"
"2013355","UBS RUMO CERTO"
"2013495","UNIDADE HOSPITALAR DE JAPURA"
"2013509","HOSPITAL DA AERONAUTICA DE MANAUS"
"2013568","UNIDADE HOSPITALAR DE ITAMARATI"
"2013592","CAIC MOURA TAPAJOS"
"2013614","UNIDADE HOSPITALAR DE IPIXUNA"
"2013622","CASA DE APOIO DO PSF"
"2013673","POSTO DE SAUDE DO CACAU PIRERA"
"2013800","UBS MAUAZINHO"
"2013827","UNIDADE BASICA DE SAUDE NICOLAS EUTHEMES LEKAKIS NETO"
"2014688","UNIDADE HOSPITALAR DE MANICORE"
"2014769","UBS SAO VICENTE DE PAULO"
"2015242","UNIDADE HOSPITALAR DE BARCELOS"
"2016125","HOSPITAL DE GUARNICAO DE TABATINGA"
"2016141","HOSPITAL REGIONAL DE TEFE"
"2016168","UNIDADE BASICA DE SAUDE JOSEFA RODRIGUES DAS CHAGAS"
"2016192","CLINICA MATERNO INFANTIL PLANALTO LTDA"
"2016230","UNIDADE BASICA DE SAUDE PADRE ANTONIO CREMER"
"2016249","UNIDADE HOSPITALAR DE SILVES"
"2016354","UNIDADE HOSPITALAR DE BOA VISTA DO RAMOS"
"2016362","CENTRO DE SAUDE DE BOA VISTA DO RAMOS"
"2016397","UNIDADE HOSPITALAR DE EIRUNEPE"
"2016419","UNIDADE MISTA DE CANUTAMA"
"2016443","UNIDADE HOSPITALAR DE UARINI"
"2016451","CENTRO DE SAUDE DE ALVARAES"
"2016478","UNIDADE HOSPITALAR DE SANTA ISABEL DO RIO NEGRO"
"2016532","POSTO DE SAUDE MUNICIPAL JOSE EVANGELISTA"
"2016540","UNIDADE HOSPITALAR DE NHAMUNDA"
"2016567","UNIDADE HOSPITALAR DE URUCURITUBA HOSPITAL SILVERIO TUNDIS"
"2016605","UNIDADE HOSPITALAR DE BERURI"
"2016613","POSTO DE SAUDE ANA GERUZA"
"2016621","HOSPITAL DA POLICIA MILITAR"
"2016648","UNIDADE MISTA DE AMATURA HOSP FREI ROBERTO SAN SEVERINO"
"2016656","UNIDADE HOSPITALAR DE CAAPIRANGA"
"2016664","UNIDADE BASICA DE SAUDE SAO FRANCISCO"
"2016672","UNIDADE HOSPITALAR DE ATALAIA DO NORTE"
"2016893","HOSPITAL PADRE COLOMBO"
"2016923","HOSPITAL GERAL JOSE MENDES"
"2016974","UNIDADE MISTA DE BENJAMIN CONSTANT"
"2017016","UNIDADE MISTA DE HUMAITA"
"2017199","SAMEL"
"2017245","HOSPITAL ADVENTISTA DE MANAUS"
"2017318","MATERNIDADE CIDADE NOVA DONA NAZIRA DAOU"
"2017342","UNIDADE BASICA DE SAUDE EUDOCIA DE OLIVEIRA DA SILVA"
"2017369","UNIDADE BASICA DE SAUDE FRANCISCO FERREIRA DE ATHAYDE"
"2017482","CENTRO DE SAUDE BENEDITO G RAMOS"
"2017539","UNIDADE DE SAUDE DA FAMILIA PSF HERACLIO EMILIANO MODA"
"2017555","UNIDADE MISTA DE CARAUARI"
"2017571","POSTO DE SAUDE MARIA DEL PILAR"
"2017652","UNIDADE HOSPITALAR DO CASTANHO DEOCLECIO DOS SANTOS"
"2017660","UNIDADE HOSPITALAR DE MARAA"
"2017679","UNIDADE HOSPITALAR DE ANAMA"
"2017687","SPA COROADO"
"2017717","UNIDADE MISTA DE FONTE BOA"
"2017768","UNIDADE HOSPITALAR DE ALVARAES"
"2017792","HOSPITAL MATERNIDADE UNIMED"
"2017873","SPA DO ALVORADA"
"2017881","POSTO DE SAUDE DA FAMILIA DE ITAPIRANGA"
"2017911","UNIDADE HOSPTIALAR DE ITAPEACU"
"2017997","UNIDADE HOSPITALAR DE GUAJARA"
"2018004","CHECKUP CLINICA DO CORACAO"
"2018012","CLINICA SAO LUCAS"
"2018055","HOSPITAL SANTA JULIA"
"2018098","HOSPITAL PORTUGUES"
"2018101","HOSPITAL GERALDO DA ROCHA"
"2018128","UNIDADE HOSPITALAR DE SAO PAULO DE OLIVENCA"
"2018136","HOSPITAL REGIONAL DE COARI PREF DR ODAIR CARLOS GERALDO"
"2018144","HOSPITAL DE MAUES DONA MUNDIQUINHA"
"2018152","COMPLEXO HOSPITALAR FLEMING"
"2018187","CENTRO DE SAUDE SANTO ANTONIO DO ICA"
"2018365","HOSPITAL E MATERNIDADE SANTO ALBERTO LTDA"
"2018373","UNIDADE DE URGENCIA UNIMED"
"2018381","UNIDADE MISTA DE PAUINI"
"2018586","UNIDADE BASICA DE SAUDE MARIO SAID"
"2019213","POSTO DE SAUDE RURAL SANTA HELENA"
"2019299","UNIDADE BASICA DE SAUDE JOANA PINHEIRO"
"2019523","UNIDADE MISTA DE CODAJAS"
"2019558","MATERNIDADE BALBINA MESTRINHO"
"2019566","SPA HOSPITAL E MATERNIDADE CHAPOT PREVOST"
"2019574","HOSPITAL E P S DR JOAO LUCIO P MACHADO"
"2019604","UNIDADE HOSPITALAR DE NOVO ARIPUANA"
"2019647","SES AP HOSPITAL DA CRIANCA E DO ADOLESCENTE"
"2019663","SES AP UNID MISTA DE SAUDE DE FERREIRA GOMES"
"2019671","SES AP UNID MISTA DE SAUDE DE TARTARUGALZINHO"
"2019701","SES AP UNID MISTA DE SAUDE DE AMAPA"
"2019728","SES AP UNID MISTA DE SAUDE DE CALCOENE"
"2019736","PMPG HOSPITAL MUNICIPAL MARIA LUCIA GUIMARAES DA SILVA"
"2019760","PMM P S ARRAIOL DO BAILIQUE"
"2019825","PMM U B S SANTA LUZIA DO PACUI"
"2019876","PMM U B S VILA PROGR DO BAILIQUE"
"2019914","PMM U B S SAO JOAQUIM DO PACUI"
"2019973","PMM U B S CARMO DO MARUANUM"
"2020041","PMM U B S DO LONTRA"
"2020068","SES AP HOSPITAL DA MULHER"
"2020076","SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI"
"2020084","PMVJ UBS ATERRO DO MURIACA"
"2020106","PMVJ UBS JARILANDIA"
"2020114","PMVJ POSTO DE SAUDE PAGA DIVIDAS"
"2020149","SES AP UNID MISTA DE SAUDE DE VITORIA DO JARI"
"2020165","SES AP UNID MISTA DE SAUDE DE MAZAGAO"
"2020262","PM MZG UBS DR CID SANTANA"
"2020432","PM MZG UBS MARIA HELENA COSTA DE SOUZA"
"2020467","PM TARTA UBS JOSE ALVES MEIRELES"
"2020653","SES AP HOSPITAL DE EMERGENCIA"
"2020688","PMVJ UBS BEIRA RIO"
"2020726","PMP UNIDADE BASICA DE SAUDE DE PRACUUBA"
"2020734","PMP POSTO DE SAUDE DO CUJUBIM"
"2020890","HOSPITAL SAO CAMILO E SAO LUIS"
"2021021","PM CUT UBS AMERICO COELHO PEREIRA"
"2021064","SES AP HOSPITAL ESTADUAL DE SANTANA"
"2021080","DSEI AP POSTO DE SAUDE INDIGENA ESPIRITO SANTO"
"2021099","DSEI AP CASA DE SAUDE DO INDIO CASAI OIAPOQUE"
"2021102","DSEI AP POLO BASE DE SAUDE INDIGENA KUMENE"
"2021110","DSEI AP POLO BASE DE SAUDE INDIGENA KUMARUMA"
"2021137","DSEI AP POLO BASE DE SAUDE INDIGENA MANGA"
"2021218","SES AP UNID MISTA DE SAUDE DE PEDRA BRANCA DO AMAPARI"
"2021226","PMPBA UBS SETE ILHAS"
"2021293","PM ITA UB SAUDE DE ITAUBAL"
"2021307","PM ITA PS SANTA MARIA DO CURICACA"
"2021382","SES AP UNID M S DE SERRA D0 NAVIO"
"2021390","PM MACAPA POSTO DE SAUDE FOZ DO MACACOARI"
"2021404","DSEI AP CASA DE SAUDE DO INDIO CASAI MACAPA"
"2021412","DSEI AP POLO BASE DE SAUDE INDIGENA ARAMIRA"
"2021455","PMOPQ UBS DO PLANALTO"
"2021463","SES AP HOSPITAL ESTADUAL DE OIAPOQUE"
"2021609","PMOPQ PS VILA VELHA DO CASSIPORE"
"2021641","PMPG UBS JOSE LUIZ GOMES BARRETO"
"2021692","PMSN UBS MUNICIPAL DA CIDADE DE SERRA DO NAVIO"
"2021765","HOSPITAL DE VILA AMAZONAS"
"2021811","HOSPITAL UNIMED"
"2021897","LABORATORIO SAO CAMILO"
"2021951","PMC POSTO MUNICIPAL DE SAUDE DO LATAIA"
"2022044","PMM U B S NOVO HORIZONTE"
"2022141","CLINICA DA MULHER"
"2022249","PM MZG UBS DO MAZAGAO VELHO"
"2022451","CSII CENTRO DE SAUDE DE CAJURU"
"2022613","CENTRO DE SAUDE CAMPOS ELISEOS TANCREDO NEVES"
"2022621","MATERNIDADE DE CAMPINAS"
"2022664","CENTRO DE SAUDE BARAO GERALDO"
"2022826","CENTRO DE SAUDE BOA VISTA"
"2022869","CENTRO DE SAUDE PARANAPANEMA"
"2022877","PRONTO ATENDIMENTO VILA PADRE ANCHIETA"
"2023016","CASA DE CARIDADE SAO VICENTE DE PAULO CAJURU"
"2023091","CENTRO DE SAUDE VILA PADRE ANCHIETA"
"2023148","HOSPITAL EVANGELICO SAMARITANO DE CAMPINAS"
"2023318","CENTRO DE SAUDE JARDIM SAO MARCOS"
"2023474","HOSPITAL MUNICIPAL WALTER FERRARI"
"2023571","PRONTO ATENDIMENTO SAO JOSE"
"2023628","CENTRO DE SAUDE SAO JOSE"
"2023636","UBS JARDIM FAVERI"
"2023644","HOSPITAL BENEFICENTE SANTA GERTRUDES"
"2023709","SANTA CASA DE MISERICORDIA DE ITATIBA"
"2023741","CSII DR JOSE FERREIRA TELLES"
"2023865","HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO"
"2023881","UBS PEDRO IZZO"
"2023938","UBS VINCE NEMETH"
"2024160","PRONTO ATENDIMENTO MOREIRA CESAR PINDAMONHANGABA"
"2024373","PRONTO SOCORRO MUNICIPAL ROMULO FONSECA GUIMARAES"
"2024381","PRONTO SOCORRO MUNICIPAL ARNALDO DE FIGUEIREDO FREITAS"
"2024438","HOSPITAL E MATERNIDADE DR ADONIRAN CORREIA CAMPOS MONGAGUA"
"2024446","UNIDADE DE SAUDE DA FAMILIA ARARETAMA PINDAMONHANGABA"
"2024594","VISAVE"
"2024624","HOSPITAL E MATERNIDADE DE ASSIS"
"2024632","HOSPITAL UNIMED DE LIMEIRA"
"2024691","SANTA CASA"
"2024756","HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA"
"2024772","SANTA CASA DE MISERICORDIA SAO JOSE"
"2024829","PRONTO ATENDIMENTO MUNICIPAL DE JABOTICABAL"
"2024845","CIAFI LUIZ ANTONIO BERNAL"
"2024942","SECRETARIA MUNICIPAL DA SAUDE"
"2024950","PRONTO SOCORRO MUNICIPAL DE ASSIS"
"2025299","CENTRO DE SAUDE III DR ALVARO LANDGRAF DE GUARIBA"
"2025477","HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL"
"2025507","HOSPITAL DAS CLINICAS UNIDADE CLINICO CIRURGICO"
"2025523","HOSPITAL DAS CLINICAS UNIDADE MATERNO INFANTIL"
"2025701","NUCLEO GESTAO ASSISTENCIAL 59 RIBEIRAO PRETO"
"2025752","SANTA CASA DE SANTOS"
"2025760","HOSPITAL ANA COSTA DE SANTOS"
"2025884","PRONTO SOCORRO MUNICIPAL DE AVARE"
"2026074","HOSPITAL POLICLIN DE JACAREI"
"2026112","HOSPITAL DE CLINICAS ANTONIO AFONSO"
"2026171","AMBULATORIO DE INFECTOLOGIA"
"2026392","HOSPITAL SANTO ANTONIO"
"2026805","SANTA CASA DE GUARIBA"
"2027070","AMA UBS INTEGRADA PADRE MANOEL DA NOBREGA"
"2027100","PS MUN DR CAETANO VIRGILIO NETTO"
"2027178","UNIDADE PSF VILA CAMARGO ITAPEVA"
"2027186","SANTA CASA DE MISERICORDIA DE ITAPEVA"
"2027240","AMB ESPEC JD PERI PERI"
"2027321","UBS RECANTO CAMPO BELO"
"2027356","HOSPITAL MUNICIPAL UNIVERSITARIO"
"2027461","UBS PQ DA LAPA"
"2027690","UBS DONA MARIQUINHA SCIASCIA"
"2027887","UNIDADE BASICA DE SAUDE ALBERTO CARLOS BOINTONI"
"2028050","PRONTO SOCORRO ZANAGA"
"2028107","POLICLINICA MILENA CIOLA BONFIM DE CABREUVA"
"2028204","SANTA CASA DE MISERICORDIA DE MONTE ALTO"
"2028239","HOSPITAL REGIONAL DE TEODORO SAMPAIO"
"2028506","CENTRO DE SAUDE VITAL BRASIL DESCALVADO"
"2028727","UNIDADE BASICA DE SAUDE BRUNO NOVAES BOFETE"
"2028794","CLINICA MIRANTE PARANAPANEMA"
"2029189","PS MUN FREGUESIA DO O 21 DE JUNHO"
"2029499","CENTRO MED SOC COM PEDREIRA DE FREITAS CASSIA COQUEIROS"
"2029502","UBS DR LUIZ BRISOTTI BRODOWSKI"
"2029553","UNIDADE MISTA HOSPITALAR DR FAUSTINO DE CASTRO"
"2030063","PRONTO ATENDIMENTO DE TARUMA"
"2030098","ESF DR DALILLO BISCEGLI"
"2030187","CS DE QUINTANA"
"2030276","UBS JARDIM PARAVENTI"
"2030284","CS II DR JOSE CARQUEIJO SCRPARDO"
"2030314","CENTRO DE SAUDE II DR GABRIEL MESQUITA VARGEM GDE DO SUL"
"2030497","UBS DE AURIFLAMA"
"2030608","SECRETARIA MUNICIPAL DE SAUDE APARECIDA"
"2031132","CENTRO DE ESPECIALIDADES FILOMENA GAZOTTI DE GASPERI"
"2031493","CENTRO DE SAUDE DE JULIO MESQUITA"
"2031515","SECAO CASA DA GESTANTE SEGEST"
"2031701","CENTRO DE SAUDE III SAO BENTO DR VITOR MONTEIRO"
"2031779","PAM ANTONIO BARADEL CABREUVA"
"2032007","CENTRO DE SAUDE DR PLINIO ALBERS DE GALIA"
"2032244","CENTRO DE SAUDE I DR JOSE MELLO E SILVA"
"2032325","CENTRO DE SAUDE DE BERN CAMPOS"
"2032465","CENTRO INTEGRADO DE SAUDE ARIOSVALDO CALEGARI"
"2033038","CS DE BALSAMO"
"2033119","CS II DE SALESOPOLIS"
"2033135","PRONTO ATENDIMENTO DO JD CERVEZAO RIO CLARO"
"2033305","NUCLEO DO PROG DE SAUDE DA FAMILIA ESPLANADA SANTA TEREZINHA"
"2033372","PRONTO SOCORRO CENTRAL SAO CAETANO DO SUL"
"2033623","UNIDADE DE PRONTO ATENDIMENTO UPA"
"2033704","CENTRO DE SAUDE DE PIRAJUI"
"2033739","PRONTO SOCORRO DO TABOAO"
"2034182","UNIDADE BASICA DE SAUDE CIDINHA LEITE"
"2034247","CS DE NOVA ALIANCA"
"2034514","PRONTO SOCORRO DE PINDORAMA"
"2034654","UBS JARDIM ZAIRA II"
"2034670","PRONTO ATENDIMENTO ANTONIO TANOEIRO"
"2034689","CS III DE BIRITIBA MIRIM"
"2034794","CENTRO DE SAUDE VILA BARAO SOROCABA"
"2035057","UBS DO CIPO EMBU GUACU"
"2035154","PRONTO SOCORRO MUNICIPAL AKIRA TANIGUCHI DE BASTOS"
"2035170","UBS JK"
"2035278","PRONTO ATENDIMENTO CIDADE NAUTICA SAO VICENTE"
"2035286","ESF HUMAITA SAO VICENTE"
"2035545","USF DO FEITAL"
"2035855","PR S DA FAMILIA UNIDADE DE SAUDE ADALBERTO ROCHA GUAREI"
"2035979","PRONTO ATENDIMENTO MUNICIPAL ALUMINIO"
"2036029","CS DE FERNANDO PRESTES"
"2036150","UBS TEREZA GALLO UCHOA"
"2036851","UNIDADE BASICA DE SAUDE DA FAMILIA ITAOCA"
"2037297","PRONTO SOCORRO MUNICIPAL DE ARTUR NOGUEIRA"
"2037378","UBS SAO PEDRO"
"2037394","UBS FERRAZOPOLIS"
"2037505","UBS FINCO"
"2037513","UBS REPRESA"
"2037521","UBS LEBLON"
"2037602","UBS SANTA CRUZ"
"2037971","PS MUN AUGUSTO GOMES DE MATOS"
"2038048","PRONTO SOCORRO MUNICIPAL SANTA LUCIA"
"2038110","CS III DE MONTEIRO LOBAT0 DR JOAO AURICCHO"
"2038129","CS DE NOVA GRANADA"
"2038269","PRONTO SOCORRO RUDGE RAMOS"
"2038277","PRONTO SOCORRO BAETA NEVES"
"2038315","UMIS UNIDADE MISTA INTEGRADA A SAUDE"
"2038404","CS DE PALESTINA"
"2038420","CS DE VALENTIM GENTIL"
"2038447","HOSPITAL PEDRO TREBBI DE CASTRO"
"2038730","CENTRO DE SAUDE III TABATINGA"
"2038757","CENTRO DE SAUDE DR NELSON DA CUNHA BASTOS"
"2038978","UBS JARDIM ZAIRA I"
"2039001","PRONTO SOCORRO MUNICIPAL DE SUZANO"
"2039095","CENTRO DE SAUDE DE ANALANDIA"
"2039125","CENTRO DE SAUDE II DE NHANDEARA"
"2039133","CS DE ICEM"
"2039605","CENTRO DE SAUDE II"
"2039702","SANTA CASA DE ATIBAIA"
"2039796","UBS DR EDGAR SILVEIRA PAGNANO SERTAOZINHO"
"2039923","UBS DE TABAPUA"
"2040069","HOSPITAL MATERNIDADE JESUS JOSE E MARIA"
"2040476","UBDS DR ITALO BARUFFI CASTELO BRANCO NOVO RIBEIRAO PRETO"
"2040603","UNIDADE DE SAUDE DA FAMILIA JD AMANDA"
"2040719","CENTRO DE SAUDE UNIAO DOS BAIRROS"
"2040727","PA MUN DR ATUALPA GIRAO RABELO"
"2040778","UBS CIDADE ARACY ERNESTO PEREIRA LOPES"
"2040948","CENTRO DE SAUDE III BOA ESPERANCA DO SUL"
"2040956","CENTRO DE SAUDE III BORBOREMA"
"2041014","UNIDADE BASICA DE SAUDE PREFEITO JOSE OLIVEIRA DE SOUZA"
"2041413","UNIDADE DE PSF III RIBEIRAO BONITO MIRACATU"
"2041979","PRONTO ATENDIMENTO MUN VALDIR M SAMPAIO I COMPRIDA"
"2042339","CS III LAURO TAVARES DE LIMA IPORANGA"
"2042827","UBS J NORDESTE"
"2042886","SECAO PRONTO SOCORRO DA ZONA ORLA INTERMEDIARIA SEPROS ZOI"
"2042894","SECAO PRONTO SOCORRO CENTRAL SEPROS C"
"2043017","UBS MASCARENHAS DE MORAES"
"2043025","AMBULATORIO DO CENTRO HOSPITALAR DE SANTO ANDRE"
"2043580","PRONTO SOCORRO DR ALVARO J AZZUZ"
"2043807","POSTO DE SAUDE PARURU"
"2044005","CENTRO DE SAUDE DR RUBENS DE OLIVEIRA BOTTAS"
"2044080","PAM MARINHEIRO MARCILIO DIAS IPERO"
"2044501","UBS SONIA MARIA"
"2044633","CS DE IBIRA DR RAUL TARSITANO"
"2044641","CS DE IRAPUA"
"2044803","UNIDADE BASICA DE SAUDE VILA CRISTINA PIRACICABA"
"2044854","CONSAGRA SANTA FE DO SUL"
"2045168","UBS TABOAO"
"2045176","UBS ALVARENGA"
"2045303","UBS SILVINA"
"2045346","UBS ALVES DIAS"
"2045354","UBS DEMARCHI"
"2045370","UBS NAZARETH"
"2045419","UBS ORQUIDEAS"
"2045427","UBS FARINA"
"2045435","UBS PAULICEIA"
"2046202","PA MATAO"
"2046407","PRONTO SOCORRO RIACHO GRANDE"
"2047306","AMBULATORIO CENTRAL DE ESPECIALIDADES ITATIBA"
"2047373","CENTRO DE SAUDE II DR ARCY BANDEIRA IBIUNA SP"
"2047713","UBS E PA VILA REAL"
"2047748","SERVICO DE HEMOTERAPIA DO HOSPITAL BRASIL"
"2047772","UNIDADE BASICA DE SAUDE DA FAMILIA ITAPIRAPUA PAULISTA"
